Time (s),Extension (mm),Strain (%),Load (kN),Stress (MPa)
49000,0.11457,458,90.80,751.84610
49800,0.11723,469,91.85,760.60844
50600,0.11974,479,92.80,768.46527
51400,0.12240,490,93.74,776.21222
52200,0.12525,501,94.65,783.74976
53000,0.12807,512,95.57,791.40576
53800,0.13090,524,96.41,798.33624
54600,0.13403,536,97.29,805.59748
55400,0.13702,548,98.03,811.75775
56200,0.14030,561,98.88,818.77134
57000,0.14352,574,99.64,825.04823
57800,0.14678,587,100.30,830.52700
58600,0.14995,600,100.93,835.76330
59400,0.15342,614,101.66,841.82415
60200,0.15691,628,102.28,846.97892
61000,0.16048,642,102.90,852.08261
61800,0.16384,655,103.35,855.83208
62600,0.16767,671,104.06,861.66516
63400,0.17133,685,104.59,866.11148
64200,0.17502,700,105.14,870.61296
65000,0.17874,715,105.69,875.16124
65800,0.18286,731,106.25,879.78475
66600,0.18668,747,106.68,883.40549
67400,0.19031,761,107.11,886.90486
68200,0.19441,778,107.68,891.68581
69000,0.19827,793,108.08,895.00484
69800,0.20234,809,108.59,899.22366
70600,0.20635,825,109.02,902.77661
71400,0.21050,842,109.47,906.46733
72200,0.21461,858,109.90,910.02573
73000,0.21851,874,110.23,912.75458
73800,0.22275,891,110.73,916.92375
74600,0.22685,907,111.06,919.62879
75400,0.23094,924,111.45,922.85450
76200,0.23502,940,111.89,926.56780
77000,0.23926,957,112.26,929.62642
77800,0.24349,974,112.63,932.69532
78600,0.24752,990,112.95,935.28752
79400,0.25173,1007,113.36,938.71333
80200,0.25593,1024,113.70,941.54756
81000,0.26003,1040,114.01,944.08908
81800,0.26421,1057,114.41,947.42242
82600,0.26852,1074,114.77,950.40705
83400,0.27279,1091,115.13,953.34105
84200,0.27676,1107,115.33,955.04651
85000,0.28106,1124,115.75,958.47966
85800,0.28548,1142,116.14,961.70101
86600,0.28964,1159,116.43,964.11388
87400,0.29374,1175,116.71,966.42747
88200,0.29826,1193,117.12,969.86021
89000,0.30256,1210,117.37,971.94223
89800,0.30671,1227,117.62,974.01658
90600,0.31094,1244,118.03,977.40092
91400,0.31546,1262,118.40,980.39702
92200,0.31963,1279,118.68,982.72838
93000,0.32365,1295,118.93,984.86211
93800,0.32790,1312,119.26,987.54900
94600,0.33235,1329,119.56,990.02856
95400,0.33649,1346,119.84,992.34456
96200,0.34047,1362,120.00,993.68631
97000,0.34513,1381,120.45,997.44267
97800,0.34936,1397,120.71,999.58537
98600,0.35358,1414,120.97,1001.74109
99400,0.35806,1432,121.33,1004.73358
100200,0.36219,1449,121.54,1006.44033
101000,0.36652,1466,121.87,1009.19846
101800,0.37068,1483,122.17,1011.63314
102600,0.37506,1500,122.44,1013.85872
103400,0.37941,1518,122.70,1016.04659
104200,0.38348,1534,122.93,1017.96382
105000,0.38763,1551,123.19,1020.11059
105800,0.39210,1568,123.53,1022.92685
106600,0.39643,1586,123.83,1025.38756
107400,0.40058,1602,124.06,1027.32742
108200,0.40497,1620,124.34,1029.63885
109000,0.40935,1637,124.60,1031.79973
109800,0.41370,1655,124.87,1033.97607
110600,0.41792,1672,125.16,1036.45149
111400,0.42225,1689,125.24,1037.10868
112200,0.42669,1707,125.62,1040.20032
113000,0.43073,1723,125.87,1042.31947
113800,0.43521,1741,126.19,1044.90192
114600,0.43967,1759,126.45,1047.06453
115400,0.44386,1775,126.61,1048.43945
116200,0.44807,1792,126.91,1050.93280
117000,0.45259,1810,127.21,1053.40786
117800,0.45692,1828,127.40,1054.93664
118600,0.46137,1845,127.68,1057.23825
119400,0.46552,1862,127.94,1059.45973
120200,0.47019,1881,128.21,1061.70860
121000,0.47435,1897,128.40,1063.27783
121800,0.47851,1914,128.59,1064.83875
122600,0.48307,1932,128.91,1067.47873
123400,0.48740,1950,129.15,1069.45393
124200,0.49174,1967,129.34,1071.01922
125000,0.49606,1984,129.61,1073.29790
125800,0.50051,2002,129.88,1075.46135
126600,0.50502,2020,130.10,1077.35845
127400,0.50921,2037,130.32,1079.16014
128200,0.51325,2053,130.49,1080.50929
129000,0.51799,2072,130.82,1083.27755
129800,0.52233,2089,131.02,1084.91407
130600,0.52618,2105,131.10,1085.62292
131400,0.53075,2123,131.46,1088.61954
132200,0.53510,2140,131.67,1090.28700
133000,0.53944,2158,131.78,1091.24817
133800,0.54354,2174,132.11,1093.97177
134600,0.54799,2192,132.36,1096.01192
135400,0.55257,2210,132.61,1098.10580
136200,0.55674,2227,132.74,1099.16853
137000,0.56086,2243,132.94,1100.82462
137800,0.56560,2262,133.23,1103.21128
138600,0.57006,2280,133.44,1105.01652
139400,0.57395,2296,133.52,1105.61619
140200,0.57883,2315,133.85,1108.37549
141000,0.58323,2333,134.06,1110.10944
141800,0.58773,2351,134.27,1111.82375
142600,0.59167,2367,134.40,1112.94077
143400,0.59622,2385,134.67,1115.16797
144200,0.60091,2404,134.90,1117.07085
145000,0.60538,2422,135.11,1118.78903
145800,0.60952,2438,135.25,1119.98514
146600,0.61433,2457,135.55,1122.42460
147400,0.61878,2475,135.72,1123.87958
148200,0.62326,2493,135.85,1124.97064
149000,0.62763,2511,136.10,1127.01110
149800,0.63210,2528,136.23,1128.08866
150600,0.63670,2547,136.52,1130.44809
151400,0.64098,2564,136.69,1131.86324
152200,0.64548,2582,136.84,1133.09264
153000,0.65029,2601,137.10,1135.32363
153800,0.65470,2619,137.27,1136.66763
154600,0.65907,2636,137.45,1138.14250
155400,0.66365,2655,137.63,1139.69008
156200,0.66815,2673,137.78,1140.88159
157000,0.67267,2691,137.95,1142.33662
157800,0.67709,2708,138.20,1144.43182
158600,0.68145,2726,138.19,1144.34223
159400,0.68622,2745,138.55,1147.29180
160200,0.69057,2762,138.73,1148.76629
161000,0.69535,2781,138.92,1150.35324
161800,0.69987,2799,139.10,1151.82134
162600,0.70438,2818,139.24,1153.04441
163400,0.70878,2835,139.41,1154.38270
164200,0.71341,2854,139.61,1156.05296
165000,0.71782,2871,139.63,1156.23398
165800,0.72274,2891,139.96,1158.94522
166600,0.72714,2909,140.17,1160.71619
167400,0.73193,2928,140.33,1162.03334
168200,0.73648,2946,140.48,1163.28012
169000,0.74074,2963,140.48,1163.24356
169800,0.74547,2982,140.80,1165.89622
170600,0.74990,3000,140.95,1167.19875
171400,0.75432,3017,140.90,1166.75231
172200,0.75843,3034,141.16,1168.87806
173000,0.76249,3050,141.35,1170.46187
173800,0.76700,3068,141.50,1171.68545
174600,0.77147,3086,141.68,1173.20280
175400,0.77590,3104,141.88,1174.86369
176200,0.78072,3123,142.08,1176.54531
177000,0.78522,3141,142.19,1177.41939
177800,0.78995,3160,142.37,1178.95661
178600,0.79454,3178,142.52,1180.19290
179400,0.79930,3197,142.71,1181.70725
180200,0.80383,3215,142.78,1182.30876
181000,0.80824,3233,142.66,1181.33294
181800,0.81307,3252,143.11,1185.04831
182600,0.81789,3272,143.17,1185.53221
183400,0.82242,3290,143.38,1187.27508
184200,0.82695,3308,143.56,1188.76658
185000,0.83186,3327,143.69,1189.86659
185800,0.83652,3346,143.82,1190.94967
186600,0.84116,3365,143.92,1191.73596
187400,0.84560,3382,144.03,1192.62764
188200,0.85061,3402,144.28,1194.73033
189000,0.85543,3422,144.34,1195.19428
189800,0.86030,3441,144.50,1196.58841
190600,0.86487,3459,144.71,1198.32327
191400,0.86986,3479,144.79,1198.92287
192200,0.87465,3499,144.94,1200.16856
193000,0.87908,3516,144.89,1199.76953
193800,0.88412,3536,145.21,1202.46344
194600,0.88889,3556,145.33,1203.40528
195400,0.89373,3575,145.43,1204.26640
196200,0.89823,3593,145.51,1204.95738
197000,0.90294,3612,145.63,1205.94291
197800,0.90807,3632,145.81,1207.44841
198600,0.91289,3652,145.95,1208.60826
199400,0.91724,3669,145.92,1208.34784
200200,0.92240,3690,146.19,1210.57098
201000,0.92731,3709,146.31,1211.57865
201800,0.93239,3730,146.41,1212.41083
202600,0.93679,3747,146.49,1213.04136
203400,0.94153,3766,146.58,1213.79281
204200,0.94679,3787,146.77,1215.33005
205000,0.95176,3807,146.87,1216.16211
205800,0.95601,3824,146.77,1215.37129
206600,0.96134,3845,147.11,1218.17581
207400,0.96627,3865,147.23,1219.14287
208200,0.97105,3884,147.21,1219.03084
209000,0.97609,3904,147.43,1220.85488
209800,0.98098,3924,147.51,1221.47795
210600,0.98621,3945,147.66,1222.75091
211400,0.99097,3964,147.78,1223.69523
212200,0.99561,3982,147.54,1221.72103
213000,1.00105,4004,147.93,1224.98992
213800,1.00591,4024,148.09,1226.31809
214600,1.01086,4043,148.18,1226.99280
215400,1.01579,4063,148.25,1227.62701
216200,1.02058,4082,148.34,1228.37371
217000,1.02593,4104,148.47,1229.44160
217800,1.03069,4123,148.59,1230.42847
218600,1.03558,4142,148.44,1229.19837
219400,1.04089,4164,148.76,1231.81757
220200,1.04544,4182,148.70,1231.35919
221000,1.05078,4203,148.92,1233.15626
221800,1.05570,4223,149.04,1234.11670
222600,1.06044,4242,149.00,1233.81085
223400,1.06555,4262,149.19,1235.39560
224200,1.07049,4282,149.33,1236.56464
225000,1.07564,4303,149.29,1236.19873
225800,1.08060,4322,149.44,1237.49450
226600,1.08508,4340,149.49,1237.90450
227400,1.09063,4363,149.65,1239.23977
228200,1.09553,4382,149.72,1239.79229
229000,1.10014,4401,149.62,1238.92632
229800,1.10539,4422,149.90,1241.30535
230600,1.11034,4441,149.96,1241.78238
231400,1.11554,4462,149.96,1241.77750
232200,1.12034,4481,150.03,1242.34170
233000,1.12484,4499,150.13,1243.15119
233800,1.13023,4521,150.26,1244.23821
234600,1.13511,4540,150.33,1244.80852
235400,1.13929,4557,150.02,1242.26257
236200,0.93013,3721,144.00,1192.41931
237000,0.93253,3730,145.83,1207.57223
237800,0.93455,3738,147.32,1219.94334
238600,0.93629,3745,148.31,1228.07423
239400,0.93845,3754,149.20,1235.45344
240200,0.94095,3764,149.74,1239.98134
241000,0.94399,3776,149.81,1240.52620
241800,0.94798,3792,150.42,1245.60803
242600,0.95183,3807,150.38,1245.23357
243400,0.95640,3826,150.70,1247.86432
244200,0.96051,3842,150.74,1248.19939
245000,0.96552,3862,150.84,1249.04785
245800,0.97040,3882,150.95,1249.95840
246600,0.97487,3899,150.97,1250.12772
247400,0.97972,3919,151.01,1250.50372
248200,0.98477,3939,151.17,1251.77496
249000,0.98926,3957,150.96,1250.06133
249800,0.99473,3979,151.25,1252.46874
250600,0.99920,3997,151.30,1252.83418
251400,1.00436,4017,151.34,1253.17114
252200,1.00927,4037,151.39,1253.63089
253000,1.01393,4056,151.37,1253.43016
253800,1.01898,4076,151.54,1254.82356
254600,1.02403,4096,151.63,1255.56945
255400,1.02868,4115,151.37,1253.45218
256200,1.03432,4137,151.69,1256.08005
257000,1.03893,4156,151.77,1256.79634
257800,1.04440,4178,151.81,1257.10346
258600,1.04953,4198,151.87,1257.59300
259400,1.05383,4215,151.54,1254.81950
260200,1.05962,4238,151.96,1258.30129
261000,1.06478,4259,152.05,1259.10343
261800,1.06952,4278,151.74,1256.50831
262600,1.07476,4299,152.02,1258.83043
263400,1.08001,4320,152.22,1260.45390
264200,1.08558,4342,152.24,1260.63514
265000,1.09076,4363,152.25,1260.77281
265800,1.09528,4381,152.11,1259.60604
266600,1.10114,4405,152.35,1261.53136
267400,1.10628,4425,152.41,1262.07344
268200,1.11122,4445,152.06,1259.14326
269000,1.11660,4466,152.48,1262.60670
269800,1.12189,4488,152.57,1263.41125
270600,1.12760,4510,152.59,1263.55097
271400,1.13284,4531,152.63,1263.86258
272200,1.13732,4549,152.55,1263.19455
273000,1.14336,4573,152.73,1264.68623
273800,1.14851,4594,152.78,1265.09392
274600,1.15325,4613,152.19,1260.20761
275400,1.15906,4636,152.82,1265.43699
276200,1.16443,4658,152.94,1266.42457
277000,1.17025,4681,152.93,1266.36357
277800,1.17483,4699,152.71,1264.55962
278600,1.18016,4721,152.91,1266.23173
279400,1.18625,4745,153.06,1267.44005
280200,1.19156,4766,153.08,1267.64055
281000,1.19585,4783,152.39,1261.93627
281800,1.20239,4810,153.15,1268.21156
282600,1.20779,4831,153.20,1268.60892
283400,1.21333,4853,153.20,1268.60619
284200,1.21811,4872,153.09,1267.65826
285000,1.22351,4894,153.19,1268.52244
285800,1.22940,4918,153.29,1269.38571
286600,1.23493,4940,153.36,1269.92451
287400,1.23964,4959,152.96,1266.62909
288200,1.24599,4984,153.40,1270.29718
289000,1.25268,5005,153.29,1269.33578
289800,1.25334,5004,152.74,1264.77051
290600,1.25322,5004,152.45,1262.41240
291400,1.25316,5004,152.17,1260.11120
292200,1.25335,5004,152.06,1259.13542
293000,1.25375,5005,151.45,1254.11045
293800,1.25267,5004,151.44,1254.01639
294600,1.25232,5003,151.68,1256.05144
295400,1.25275,5004,151.59,1255.24351
296200,1.25240,5003,151.34,1253.20114
297000,1.25319,5004,151.39,1253.64939
297800,1.25287,5004,151.24,1252.36882
310300,1.26248,5017,151.75,1256.59428
311100,1.27551,5034,151.97,1258.43611
311900,1.28859,5051,152.65,1264.04872
312700,1.30355,5071,153.25,1269.02250
313500,1.31586,5088,153.52,1271.22855
314300,1.33009,5107,153.18,1268.40531
315100,1.34268,5124,153.75,1273.17088
315900,1.35579,5141,153.88,1274.20003
316700,1.36905,5159,153.93,1274.64750
317500,1.38220,5176,153.82,1273.71923
318300,1.39557,5194,153.87,1274.12586
319100,1.40956,5213,154.00,1275.23537
319900,1.42302,5231,154.06,1275.74073
320700,1.43623,5248,153.80,1273.54471
321500,1.45000,5267,154.08,1275.86155
322300,1.46226,5283,154.07,1275.83239
323100,1.47648,5302,154.08,1275.88591
323900,1.49021,5320,154.08,1275.92718
324700,1.50391,5339,154.00,1275.24098
325500,1.51633,5355,154.12,1276.22128
326300,1.53018,5374,153.84,1273.88710
327100,1.54258,5390,153.92,1274.57166
327900,1.55581,5408,154.15,1276.44500
328700,1.57013,5427,154.16,1276.56529
329500,1.58291,5444,154.08,1275.91841
330300,1.59661,5462,154.19,1276.80791
331100,1.60947,5479,154.09,1275.95839
331900,1.62321,5498,154.19,1276.82515
332700,1.63661,5515,154.14,1276.41644
333500,1.64981,5533,154.06,1275.70664
334300,1.66395,5552,154.21,1276.97766
335100,1.67666,5569,154.26,1277.35664
335900,1.68831,5584,154.21,1276.94589
336700,1.70326,5604,154.29,1277.63020
337500,1.71636,5622,154.13,1276.32186
338300,1.73062,5641,154.28,1277.55122
339100,1.74301,5657,154.31,1277.83244
339900,1.75722,5676,154.15,1276.50954
340700,1.76963,5693,154.26,1277.38416
341500,1.78352,5711,154.18,1276.73630
342300,1.79603,5728,154.32,1277.86493
343100,1.81082,5748,154.34,1278.06157
343900,1.82368,5765,154.19,1276.77036
344700,1.83590,5781,154.12,1276.22863
345500,1.85012,5800,154.35,1278.15461
346300,1.86391,5819,154.22,1277.02072
347100,1.87689,5836,154.32,1277.85667
347900,1.89022,5854,154.28,1277.58299
348700,1.90354,5871,154.33,1277.93567
349500,1.91669,5889,154.37,1278.28526
350300,1.92968,5906,154.24,1277.21704
351100,1.94338,5925,154.25,1277.33536
351900,1.95657,5942,154.38,1278.34720
352700,1.97016,5960,154.23,1277.11412
353500,1.98262,5977,154.33,1277.98176
354300,1.99741,5997,154.39,1278.42134
355100,2.01007,6013,154.35,1278.14180
355900,2.02334,6031,154.32,1277.90992
356700,2.03600,6048,154.20,1276.85484
357500,2.04977,6066,154.34,1278.07286
358300,2.06317,6084,154.38,1278.35038
359100,2.07654,6102,154.19,1276.78671
359900,2.09102,6121,154.00,1275.26736
360700,2.10365,6138,154.36,1278.18986
361500,2.11699,6156,154.30,1277.72185
362300,2.13038,6174,154.28,1277.51051
363100,2.14184,6189,154.00,1275.24712
363900,2.15682,6209,154.26,1277.33885
364700,2.17086,6228,154.27,1277.48145
365500,2.18389,6245,154.13,1276.27725
366300,2.19781,6264,154.15,1276.42817
367100,2.21021,6280,154.23,1277.09941
367900,2.22320,6298,154.18,1276.68166
368700,2.23680,6316,154.17,1276.64694
369500,2.24967,6333,154.00,1275.25834
370300,2.26316,6351,154.14,1276.35521
371100,2.27615,6368,154.09,1276.00049
371900,2.29050,6387,153.95,1274.83695
372700,2.30371,6405,154.05,1275.61825
373500,2.31730,6423,154.06,1275.74126
374300,2.32962,6439,153.97,1274.94450
375100,2.34343,6458,153.75,1273.14958
375900,2.35596,6475,153.83,1273.79853
376700,2.37028,6494,153.90,1274.39724
377500,2.38384,6512,153.87,1274.16109
378300,2.39576,6528,153.49,1270.98330
379100,2.41097,6548,153.77,1273.31351
379900,2.42273,6564,153.76,1273.23997
380700,2.43572,6581,153.69,1272.65771
381500,2.44949,6599,153.62,1272.07411
382300,2.46285,6617,153.52,1271.21892
383100,2.47671,6636,153.54,1271.45841
383900,2.48972,6653,153.51,1271.18251
384700,2.50348,6671,153.24,1268.96203
385500,2.51678,6689,153.39,1270.16630
386300,2.53014,6707,153.35,1269.84102
387100,2.54357,6725,153.28,1269.29982
387900,2.55703,6743,153.22,1268.79671
388700,2.57004,6760,153.09,1267.69450
389500,2.58215,6776,153.06,1267.43075
390300,2.59719,6796,153.02,1267.07868
391100,2.60917,6812,152.79,1265.22247
391900,2.62328,6831,152.87,1265.87332
392700,2.63773,6850,152.84,1265.64411
393500,2.65004,6867,152.48,1262.66571
394300,2.66316,6884,152.69,1264.38730
395100,2.67655,6902,152.51,1262.90960
395900,2.69020,6920,152.49,1262.71004
396700,2.70369,6938,152.38,1261.81460
397500,2.71643,6955,152.14,1259.78435
398300,2.73043,6974,152.26,1260.84329
399100,2.74365,6992,152.19,1260.24481
399900,2.75703,7009,151.99,1258.54404
400700,2.77081,7028,152.03,1258.94943
401500,2.78369,7045,151.84,1257.31275
402300,2.79661,7062,151.80,1257.04506
403100,2.80976,7080,151.72,1256.36126
403900,2.82341,7098,151.38,1253.52190
404700,2.83652,7115,151.49,1254.44824
405500,2.84940,7133,151.46,1254.21861
406300,2.86357,7151,151.37,1253.41364
407100,2.87665,7169,151.27,1252.62446
407900,2.88970,7186,151.06,1250.89625
408700,2.90420,7206,150.70,1247.93079
409500,2.91642,7222,151.01,1250.47893
410300,2.92958,7239,150.60,1247.09026
411100,2.94324,7258,150.74,1248.26557
411900,2.95678,7276,150.63,1247.32032
412700,2.96976,7293,150.59,1246.98915
413500,2.98359,7311,150.46,1245.92945
414300,2.99646,7329,150.29,1244.53393
415100,3.01078,7348,150.22,1243.94085
415900,3.02285,7364,150.24,1244.09498
416700,3.03665,7382,149.62,1238.97726
417500,3.04975,7400,149.74,1239.96936
418300,3.06372,7418,149.95,1241.70245
419100,3.07696,7436,149.68,1239.49508
419900,3.09087,7454,149.35,1236.71278
420700,3.10418,7472,149.33,1236.56106
421500,3.11758,7490,149.13,1234.91005
422300,3.13004,7507,148.77,1231.87769
423100,3.14351,7525,148.50,1229.67219
423900,3.15707,7543,148.67,1231.12789
424700,3.16990,7560,148.54,1230.02449
425500,3.18246,7577,148.39,1228.74817
426300,3.19691,7596,148.25,1227.63035
427100,3.21088,7615,148.11,1226.44692
427900,3.22282,7630,147.97,1225.29994
428700,3.23725,7650,147.75,1223.47696
429500,3.25056,7667,147.59,1222.14040
430300,3.26354,7685,147.59,1222.16984
431100,3.27728,7703,147.36,1220.23001
431900,3.29066,7721,147.15,1218.54350
432700,3.30224,7736,147.19,1218.82726
433500,3.31696,7756,146.88,1216.27773
434300,3.33026,7774,146.75,1215.21161
435100,3.34330,7791,146.85,1215.98229
435900,3.35722,7810,146.47,1212.85353
436700,3.36994,7827,146.30,1211.49106
437500,3.38369,7845,146.19,1210.52713
438300,3.39665,7862,145.82,1207.49301
439100,3.40929,7879,145.66,1206.19617
439900,3.42412,7899,145.27,1202.90815
440700,3.43671,7916,145.17,1202.12527
441500,3.45015,7934,144.95,1200.32410
442300,3.46368,7952,144.42,1195.89056
443100,3.47663,7969,144.68,1198.02907
443900,3.49008,7987,144.59,1197.29126
444700,3.50430,8006,144.46,1196.25264
445500,3.51612,8021,144.32,1195.04089
446300,3.53120,8042,144.20,1194.10428
447100,3.54367,8058,144.10,1193.25642
447900,3.55649,8075,143.96,1192.06223
448700,3.57031,8094,143.77,1190.55170
449500,3.58388,8112,143.77,1190.49962
450300,3.59728,8130,143.62,1189.28471
451100,3.61047,8147,143.38,1187.26515
451900,3.62389,8165,143.34,1186.98753
452700,3.63794,8184,143.30,1186.63773
453500,3.65013,8200,143.12,1185.14577
454300,3.66387,8218,142.77,1182.20990
455100,3.67585,8234,142.84,1182.83285
455900,3.69037,8254,142.68,1181.45151
456700,3.70438,8273,142.60,1180.83942
457500,3.71766,8290,142.18,1177.38604
458300,3.73081,8308,142.34,1178.67964
459100,3.74430,8326,142.25,1177.96542
459900,3.75744,8343,142.07,1176.41761
460700,3.77109,8361,141.94,1175.38374
461500,3.78234,8376,141.75,1173.79191
462300,3.79699,8396,141.69,1173.30343
463100,3.81095,8415,141.54,1172.03095
463900,3.82362,8431,141.38,1170.68721
464700,3.83768,8450,141.28,1169.93440
465500,3.85156,8469,141.17,1168.99857
466300,3.86382,8485,140.81,1166.01370
467100,3.87612,8501,140.81,1166.03900
467900,3.89013,8520,140.71,1165.19028
468700,3.90370,8538,140.60,1164.26459
469500,3.91602,8555,140.47,1163.21778
470300,3.93033,8574,140.31,1161.86145
471100,3.94426,8592,140.18,1160.81846
471900,3.95715,8610,140.00,1159.29666
472700,3.97057,8627,139.80,1157.63718
473500,3.98352,8645,139.74,1157.14473
474300,3.99694,8663,139.61,1156.08913
475100,4.01020,8680,139.41,1154.41929
475900,4.02341,8698,139.31,1153.54889
476700,4.03727,8716,139.15,1152.29625
477500,4.05056,8734,139.03,1151.23936
478300,4.06428,8752,138.89,1150.12320
479100,4.07731,8770,138.55,1147.32847
479900,4.09054,8787,138.58,1147.56250
480700,4.10268,8804,138.43,1146.25669
481500,4.11660,8822,138.28,1145.01418
482300,4.12982,8840,138.15,1143.98270
483100,4.14394,8859,137.94,1142.20896
483900,4.15705,8876,137.82,1141.26338
484700,4.17082,8894,137.73,1140.53728
485500,4.18412,8912,137.52,1138.77043
486300,4.19662,8929,137.37,1137.54247
487100,4.21074,8948,137.25,1136.51259
487900,4.22266,8964,137.05,1134.90753
488700,4.23576,8981,136.92,1133.82321
489500,4.25121,9002,136.80,1132.83169
490300,4.26431,9019,136.62,1131.34401
491100,4.27704,9036,136.47,1130.06511
491900,4.29069,9054,136.28,1128.46914
492700,4.30400,9072,136.15,1127.39193
493500,4.31685,9089,136.00,1126.20168
494300,4.32929,9106,135.70,1123.68565
495100,4.34309,9124,135.64,1123.21329
495900,4.35692,9143,135.52,1122.16176
496700,4.37063,9161,135.33,1120.63662
497500,4.38313,9178,135.14,1119.06777
498300,4.39706,9196,134.97,1117.67846
499100,4.41086,9214,134.82,1116.42188
499900,4.42406,9232,134.67,1115.16433
500700,4.43704,9249,134.31,1112.17112
501500,4.45044,9267,134.27,1111.85362
502300,4.46306,9284,134.07,1110.16941
503100,4.47730,9303,133.84,1108.27391
503900,4.48987,9320,133.47,1105.21307
