Time (s),Extension (mm),Strain (%),Load (kN),Stress (MPa)
111400,0.42759,1710,138.79,1149.30870
112200,0.43167,1727,139.04,1151.35532
113000,0.43594,1744,139.38,1154.12185
113800,0.43966,1759,139.54,1155.52870
114600,0.44419,1777,139.94,1158.81998
115400,0.44810,1792,140.15,1160.50128
116200,0.45224,1809,140.45,1163.05251
117000,0.45617,1825,140.65,1164.64305
117800,0.46042,1842,141.02,1167.75690
118600,0.46466,1859,141.28,1169.87736
119400,0.46868,1875,141.52,1171.84905
120200,0.47252,1890,141.71,1173.44467
121000,0.47697,1908,142.08,1176.48943
121800,0.48094,1924,142.32,1178.48657
122600,0.48521,1941,142.58,1180.69409
123400,0.48890,1956,142.72,1181.84790
124200,0.49313,1973,143.06,1184.62992
125000,0.49749,1990,143.36,1187.15543
125800,0.50147,2006,143.59,1189.01565
126600,0.50553,2022,143.82,1190.96718
127400,0.50976,2039,144.10,1193.26208
128200,0.51389,2056,144.32,1195.04220
129000,0.51816,2073,144.60,1197.42618
129800,0.52194,2088,144.80,1199.05220
130600,0.52625,2105,145.09,1201.43982
131400,0.53040,2122,145.31,1203.23932
132200,0.53446,2138,145.53,1205.06536
133000,0.53853,2154,145.78,1207.19456
133800,0.54264,2171,146.05,1209.35404
134600,0.54706,2188,146.28,1211.31998
135400,0.55121,2205,146.51,1213.17227
136200,0.55494,2220,146.64,1214.31953
137000,0.55917,2237,146.96,1216.95170
137800,0.56346,2254,147.22,1219.04257
138600,0.56766,2271,147.40,1220.58825
139400,0.57148,2286,147.58,1222.09400
140200,0.57549,2302,147.82,1224.05885
141000,0.57996,2320,148.09,1226.28757
141800,0.58390,2336,148.29,1227.96375
142600,0.58770,2351,148.41,1228.90733
143400,0.59173,2367,148.69,1231.22344
144200,0.59559,2382,148.82,1232.32645
145000,0.59964,2399,149.08,1234.51292
145800,0.60289,2412,149.12,1234.78541
146600,0.59750,2390,143.95,1192.03539
147400,0.59979,2399,145.87,1207.93623
148200,0.60166,2407,147.25,1219.30973
149000,0.60321,2413,148.00,1225.53930
149800,0.60563,2423,148.84,1232.46208
150600,0.60814,2433,149.10,1234.66017
151400,0.61193,2448,149.66,1239.27672
152200,0.61524,2461,149.91,1241.34057
153000,0.61913,2477,150.03,1242.38789
153800,0.62290,2492,150.29,1244.46618
154600,0.62644,2506,150.35,1244.98898
155400,0.63055,2522,150.66,1247.57543
156200,0.63447,2538,150.93,1249.79546
157000,0.63868,2555,151.01,1250.48487
157800,0.64248,2570,151.22,1252.22915
158600,0.64566,2583,151.03,1250.67442
159400,0.64992,2600,151.59,1255.24447
160200,0.65354,2614,151.74,1256.53126
161000,0.65736,2629,151.86,1257.49799
161800,0.66016,2641,151.60,1255.35695
162600,0.66318,2653,151.95,1258.28176
163400,0.66683,2667,152.25,1260.76804
164200,0.66973,2679,152.39,1261.87082
165000,0.67279,2691,152.36,1261.61761
165800,0.67550,2702,152.59,1263.56310
166600,0.67845,2714,152.61,1263.75435
167400,0.68228,2729,152.97,1266.71978
168200,0.68580,2743,153.19,1268.50566
169000,0.68868,2755,153.21,1268.64614
169800,0.69222,2769,153.43,1270.52684
170600,0.69570,2783,153.47,1270.83302
171400,0.69997,2800,153.82,1273.77483
172200,0.70287,2811,153.90,1274.40305
173000,0.70679,2827,154.07,1275.81632
173800,0.71037,2841,154.20,1276.89527
174600,0.71404,2856,154.28,1277.55736
175400,0.71743,2870,154.47,1279.14090
176200,0.72107,2884,154.68,1280.87012
177000,0.72505,2900,154.83,1282.07586
177800,0.72878,2915,154.97,1283.24936
178600,0.73158,2926,154.84,1282.15680
179400,0.73561,2942,155.26,1285.67916
180200,0.73925,2957,155.42,1286.96594
181000,0.74315,2973,155.55,1288.03292
181800,0.74594,2984,155.49,1287.59159
182600,0.74922,2997,155.64,1288.82568
183400,0.75324,3013,155.96,1291.46268
184200,0.75682,3027,156.09,1292.49362
185000,0.76003,3040,155.98,1291.61049
185800,0.76372,3055,156.29,1294.18764
186600,0.76714,3069,156.33,1294.49748
187400,0.77126,3085,156.64,1297.10420
188200,0.77424,3097,156.46,1295.58473
189000,0.77800,3112,156.84,1298.70915
189800,0.78168,3127,156.98,1299.92861
190600,0.78533,3141,157.03,1300.30046
191400,0.78860,3154,156.77,1298.18043
192200,0.79247,3170,157.37,1303.12583
193000,0.79641,3186,157.51,1304.31330
193800,0.80000,3200,157.64,1305.32867
194600,0.80348,3214,157.59,1304.92667
195400,0.80707,3228,157.88,1307.32253
196200,0.81081,3243,158.02,1308.55414
197000,0.81473,3259,158.13,1309.39144
197800,0.81851,3274,158.25,1310.40234
198600,0.82155,3286,158.25,1310.39438
199400,0.82578,3303,158.54,1312.81367
200200,0.82947,3318,158.64,1313.61417
201000,0.83359,3334,158.75,1314.53655
201800,0.83657,3346,158.76,1314.63068
202600,0.84008,3360,158.83,1315.22424
203400,0.84417,3377,159.07,1317.24978
204200,0.84767,3391,159.15,1317.85299
205000,0.85068,3403,159.08,1317.27829
205800,0.85246,3410,158.47,1312.25931
206600,0.85163,3407,157.42,1303.52601
207400,0.85350,3414,158.36,1311.36253
208200,0.85495,3420,158.56,1312.98834
209000,0.85801,3432,159.19,1318.20762
209800,0.86105,3444,159.47,1320.49760
210600,0.86455,3458,159.60,1321.62136
211400,0.86785,3471,159.67,1322.16650
212200,0.87164,3487,159.98,1324.74817
213000,0.87590,3504,160.12,1325.87108
213800,0.87983,3519,160.21,1326.62477
214600,0.88314,3533,160.04,1325.22124
215400,0.88745,3550,160.44,1328.54891
216200,0.89140,3566,160.56,1329.51458
217000,0.89561,3582,160.66,1330.35157
217800,0.89884,3595,160.44,1328.53794
218600,0.90251,3610,160.67,1330.46650
219400,0.90686,3627,160.94,1332.69673
220200,0.91061,3642,161.07,1333.77923
221000,0.91416,3657,160.69,1330.63131
221800,0.91821,3673,161.18,1334.64948
222600,0.92195,3688,161.20,1334.86549
223400,0.92643,3706,161.49,1337.27207
224200,0.93035,3721,161.50,1337.32847
225000,0.93406,3736,161.60,1338.13304
225800,0.93815,3753,161.74,1339.34547
226600,0.94207,3768,161.73,1339.27398
227400,0.94690,3788,162.01,1341.56692
228200,0.95045,3802,162.07,1342.09194
229000,0.95504,3820,162.18,1342.97123
229800,0.95927,3837,162.26,1343.64012
230600,0.96346,3854,162.27,1343.68030
231400,0.96749,3870,162.44,1345.13799
232200,0.97173,3887,162.61,1346.49157
233000,0.97647,3906,162.66,1346.91460
233800,0.98078,3923,162.77,1347.85300
234600,0.98444,3938,162.72,1347.40336
235400,0.98916,3957,162.98,1349.60714
236200,0.99343,3974,163.06,1350.20974
237000,0.99815,3993,163.12,1350.78139
237800,1.00173,4007,163.05,1350.17163
238600,1.00600,4024,163.15,1351.02234
239400,1.01087,4043,163.42,1353.19908
240200,1.01525,4061,163.52,1354.07244
241000,1.01925,4077,163.45,1353.46235
241800,1.02363,4095,163.64,1355.07199
242600,1.02788,4112,163.59,1354.60926
243400,1.03284,4131,163.87,1356.95105
244200,1.03667,4147,163.83,1356.60170
245000,1.04118,4165,163.93,1357.41368
245800,1.04565,4183,164.06,1358.54451
246600,1.04990,4200,164.01,1358.10569
247400,1.05413,4217,164.08,1358.65505
248200,1.05858,4234,164.32,1360.66328
249000,1.06328,4253,164.33,1360.78478
249800,1.06767,4271,164.44,1361.64111
250600,1.07119,4285,164.11,1358.91003
251400,1.07602,4304,164.60,1363.01540
252200,1.08058,4322,164.73,1364.09312
253000,1.08522,4341,164.71,1363.90281
253800,1.08885,4355,164.23,1359.90274
254600,1.09332,4373,164.75,1364.23370
255400,1.09853,4394,165.01,1366.37233
256200,1.10294,4412,165.09,1367.04223
257000,1.10754,4430,164.94,1365.84650
257800,1.11164,4447,165.14,1367.48647
258600,1.11574,4463,165.08,1366.98919
259400,1.12074,4483,165.30,1368.80208
260200,1.12529,4501,165.43,1369.87277
261000,1.12911,4516,165.21,1368.07474
261800,1.13393,4536,165.50,1370.47025
262600,1.13820,4553,165.47,1370.16925
263400,1.14337,4573,165.68,1371.92713
264200,1.14742,4590,165.70,1372.08704
265000,1.15181,4607,165.49,1370.40925
265800,1.15657,4626,165.80,1372.92982
266600,1.16108,4644,165.83,1373.14884
267400,1.16553,4662,165.94,1374.13207
268200,1.17016,4681,166.06,1375.07133
269000,1.17468,4699,165.75,1372.49483
269800,1.17977,4719,166.14,1375.73474
270600,1.18377,4735,166.03,1374.86164
271400,1.18901,4756,166.28,1376.90047
272200,1.19391,4776,166.37,1377.63587
273000,1.19844,4794,166.00,1374.55844
273800,1.20323,4813,166.39,1377.83718
274600,1.20795,4832,166.48,1378.60718
275400,1.21338,4854,166.60,1379.55286
276200,1.21824,4873,166.64,1379.88082
277000,1.22223,4889,166.13,1375.68551
277800,1.22781,4911,166.71,1380.45742
278600,1.23262,4930,166.76,1380.87477
279400,1.23802,4952,166.85,1381.62369
280200,1.24226,4969,166.72,1380.53894
281000,1.24669,4987,166.38,1377.72372
281800,1.25242,5010,166.96,1382.54440
282600,1.25746,5030,167.04,1383.23682
283400,1.26223,5049,166.83,1381.48197
284200,1.26739,5070,167.14,1384.00980
285000,1.27201,5088,166.69,1380.32988
285800,1.27777,5111,167.21,1384.61457
286600,1.28219,5129,166.83,1381.50646
287400,1.28782,5151,167.31,1385.43693
288200,1.29295,5172,167.40,1386.15308
289000,1.29778,5191,167.02,1383.07440
289800,1.30354,5214,167.36,1385.89683
290600,1.30820,5233,167.50,1387.01802
291400,1.31374,5255,167.54,1387.36660
292200,1.31890,5276,167.59,1387.74955
293000,1.32379,5295,167.29,1385.28179
293800,1.32906,5316,167.62,1387.98753
294600,1.33444,5338,167.75,1389.05112
295400,1.33997,5360,167.72,1388.83225
296200,1.34534,5381,167.77,1389.26963
297000,1.34984,5399,167.58,1387.70007
297800,1.35580,5423,167.85,1389.90875
298600,1.36119,5445,167.89,1390.27720
299400,1.36695,5468,167.92,1390.45857
300200,1.37157,5486,167.92,1390.45392
301000,1.37668,5507,167.82,1389.65665
301800,1.38268,5531,168.01,1391.22867
302600,1.38817,5553,168.09,1391.89053
303400,1.39326,5573,167.97,1390.90738
304200,1.39889,5596,168.13,1392.22931
305000,1.40429,5617,167.98,1391.01862
305800,1.41031,5641,168.18,1392.68395
306600,1.41528,5661,168.09,1391.88515
307400,1.42123,5685,168.21,1392.87816
308200,1.42678,5707,168.25,1393.23377
309000,1.43216,5729,168.17,1392.60385
309800,1.43770,5751,168.25,1393.21959
310600,1.44330,5773,168.35,1394.07963
311400,1.44931,5797,168.37,1394.22251
312200,1.45506,5820,168.38,1394.30775
313000,1.46004,5840,168.16,1392.49834
313800,1.46612,5864,168.43,1394.68650
314600,1.47192,5888,168.48,1395.14971
315400,1.47808,5912,168.49,1395.19644
316200,1.48328,5933,168.33,1393.88330
317000,1.48899,5956,168.45,1394.91990
317800,1.49542,5982,168.56,1395.79591
318600,1.50120,6005,168.58,1395.97205
319400,1.50685,6027,168.35,1394.05782
320200,1.51279,6051,168.57,1395.84822
321000,1.51870,6075,168.54,1395.64062
321800,1.52503,6100,168.64,1396.45929
322600,1.53020,6121,168.15,1392.41922
323400,1.53653,6146,168.62,1396.27605
324200,1.54272,6171,168.67,1396.70343
325000,1.54846,6194,168.57,1395.91708
325800,1.55506,6220,168.67,1396.68420
326600,1.56067,6243,168.74,1397.30667
327400,1.56717,6269,168.72,1397.10741
328200,1.57323,6293,168.71,1397.02760
329000,1.57924,6317,168.63,1396.36602
329800,1.58535,6341,168.76,1397.41093
330600,1.59164,6367,168.82,1397.94435
331400,1.59821,6393,168.74,1397.28711
332200,1.60457,6418,168.78,1397.63028
333000,1.61009,6440,168.66,1396.66118
333800,1.61715,6469,168.84,1398.12407
334600,1.62359,6494,168.84,1398.07707
335400,1.63022,6521,168.72,1397.15959
336200,1.63613,6545,168.81,1397.90000
337000,1.64241,6570,168.70,1396.94750
337800,1.64961,6598,168.83,1398.06676
338600,1.65619,6625,168.88,1398.43136
339400,1.66215,6649,168.59,1396.01294
340200,1.66929,6677,168.86,1398.26200
341000,1.67590,6704,168.80,1397.75654
341800,1.68321,6733,168.90,1398.56917
342600,1.68923,6757,168.76,1397.46097
343400,1.69583,6783,168.51,1395.34364
344200,1.70331,6813,168.87,1398.34577
345000,1.71015,6841,168.87,1398.32298
345800,1.71717,6869,168.86,1398.31229
346600,1.72420,6897,168.93,1398.82288
347400,1.73076,6923,168.24,1393.14530
348200,1.73875,6955,168.88,1398.40309
349000,1.74550,6982,168.83,1398.05132
349800,1.75323,7010,168.64,1396.49106
350600,1.75295,7004,168.10,1391.95583
351400,1.75351,7005,167.34,1385.67776
352200,1.75282,7004,167.37,1385.90517
353000,1.75309,7004,167.31,1385.47107
353800,1.75293,7004,167.12,1383.90232
354600,1.75251,7003,166.99,1382.79193
355400,1.75342,7005,166.35,1377.46040
356200,1.75216,7003,166.67,1380.17932
357000,1.75313,7004,166.64,1379.91986
357800,1.75286,7004,166.53,1379.01699
358600,1.75300,7004,166.09,1375.37908
377200,1.76296,7017,166.15,1375.84934
378000,1.77584,7034,166.84,1381.57029
378800,1.78881,7052,167.43,1386.45165
379600,1.80197,7069,168.01,1391.21409
380400,1.81665,7089,168.46,1394.99516
381200,1.83000,7107,168.76,1397.44207
382000,1.84246,7123,168.65,1396.55138
382800,1.85601,7141,169.03,1399.65927
383600,1.86904,7159,169.10,1400.28444
384400,1.88275,7177,169.19,1400.99884
385200,1.89745,7197,169.13,1400.49941
386000,1.90944,7213,169.08,1400.13438
386800,1.92368,7232,169.19,1401.05138
387600,1.93581,7248,169.19,1401.04986
388400,1.94961,7266,169.04,1399.79027
389200,1.96278,7284,169.12,1400.42871
390000,1.97612,7301,168.96,1399.11711
390800,1.99039,7321,169.09,1400.20971
391600,2.00251,7337,168.93,1398.82308
392400,2.01651,7355,168.91,1398.68877
393200,2.02981,7373,168.94,1398.93941
394000,2.04270,7390,168.78,1397.59392
394800,2.05764,7410,168.88,1398.47349
395600,2.06953,7426,168.91,1398.65402
396400,2.08380,7445,168.60,1396.16357
397200,2.09635,7462,168.76,1397.43441
398000,2.10990,7480,168.64,1396.43261
398800,2.12411,7499,168.70,1396.97461
399600,2.13716,7516,168.70,1396.92180
400400,2.14939,7533,168.15,1392.40757
401200,2.16359,7551,168.45,1394.90830
402000,2.17654,7569,168.56,1395.79856
402800,2.18956,7586,168.49,1395.23323
403600,2.20334,7604,168.45,1394.89150
404400,2.21665,7622,167.86,1389.97173
405200,2.22973,7640,168.31,1393.73812
406000,2.24344,7658,168.35,1394.06399
406800,2.25611,7675,168.22,1392.96484
407600,2.27071,7694,167.99,1391.07340
408400,2.28391,7712,167.89,1390.20437
409200,2.29637,7728,168.04,1391.51016
410000,2.31116,7748,168.01,1391.26475
410800,2.32346,7765,167.50,1386.98150
411600,2.33678,7782,167.88,1390.16689
412400,2.34950,7799,167.64,1388.13756
413200,2.36395,7819,167.69,1388.61859
414000,2.37667,7836,167.54,1387.37812
414800,2.39034,7854,167.53,1387.28609
415600,2.40380,7872,167.47,1386.77155
416400,2.41744,7890,167.26,1385.02191
417200,2.43007,7907,167.24,1384.87337
418000,2.44346,7925,167.24,1384.85624
418800,2.45757,7943,167.10,1383.71175
419600,2.47040,7961,166.96,1382.57755
420400,2.48399,7979,166.86,1381.67797
421200,2.49677,7996,166.82,1381.34591
422000,2.51044,8014,166.73,1380.61001
422800,2.52356,8031,166.53,1378.98177
423600,2.53716,8050,166.43,1378.16489
424400,2.55032,8067,166.26,1376.73068
425200,2.56379,8085,166.28,1376.88326
426000,2.57634,8102,166.16,1375.94125
426800,2.59024,8120,165.96,1374.28076
427600,2.60320,8138,165.91,1373.84335
428400,2.61711,8156,165.70,1372.13326
429200,2.63125,8175,165.65,1371.70032
430000,2.64367,8192,165.56,1370.93942
430800,2.65712,8209,165.22,1368.12652
431600,2.67070,8228,165.28,1368.59989
432400,2.68412,8245,165.11,1367.21761
433200,2.69699,8263,165.03,1366.57503
434000,2.70979,8280,164.82,1364.80914
434800,2.72295,8297,164.37,1361.10395
435600,2.73736,8316,164.64,1363.32464
436400,2.75011,8333,164.54,1362.48783
437200,2.76269,8350,164.35,1360.92908
438000,2.77756,8370,164.30,1360.50087
438800,2.79013,8387,163.74,1355.86004
439600,2.80360,8405,163.95,1357.59345
440400,2.81767,8424,163.83,1356.64598
441200,2.83057,8441,163.70,1355.54812
442000,2.84317,8458,163.57,1354.45524
442800,2.85731,8476,163.22,1351.59210
443600,2.86992,8493,163.24,1351.70518
444400,2.88375,8512,163.19,1351.35486
445200,2.89715,8530,162.96,1349.38859
446000,2.91025,8547,162.82,1348.28844
446800,2.92332,8564,162.48,1345.48261
447600,2.93728,8583,162.55,1346.00690
448400,2.94960,8599,162.43,1344.99397
449200,2.96299,8617,162.22,1343.25765
450000,2.97776,8637,161.96,1341.17537
450800,2.98929,8652,161.93,1340.89459
451600,3.00468,8673,161.79,1339.77260
452400,3.01718,8690,161.63,1338.44354
453200,3.03102,8708,161.27,1335.44401
454000,3.04345,8725,161.30,1335.71097
454800,3.05748,8743,161.08,1333.82621
455600,3.07044,8761,160.99,1333.08896
456400,3.08399,8779,160.41,1328.26936
457200,3.09784,8797,160.63,1330.10151
458000,3.11082,8814,160.48,1328.85933
458800,3.12399,8832,160.22,1326.73356
459600,3.13724,8850,160.08,1325.53222
460400,3.15096,8868,160.10,1325.78030
461200,3.16348,8885,159.72,1322.61343
462000,3.17634,8902,159.69,1322.36742
462800,3.19066,8921,159.48,1320.64043
463600,3.20414,8939,159.42,1320.10921
464400,3.21707,8956,159.29,1319.06702
465200,3.23022,8974,158.58,1313.18858
466000,3.24364,8992,158.85,1315.37970
466800,3.25777,9010,158.77,1314.76565
467600,3.27101,9028,158.58,1313.11285
468400,3.28397,9045,158.38,1311.49487
469200,3.29784,9064,157.89,1307.47926
470000,3.30978,9080,158.05,1308.80453
470800,3.32517,9100,157.96,1308.02520
471600,3.33728,9116,157.67,1305.63675
472400,3.35091,9135,157.55,1304.62365
473200,3.36425,9152,157.22,1301.86843
474000,3.37765,9170,157.17,1301.45101
474800,3.39097,9188,157.00,1300.08766
475600,3.40411,9205,156.77,1298.18053
476400,3.41715,9223,156.63,1297.03244
477200,3.43163,9242,156.39,1294.98865
478000,3.44344,9258,156.21,1293.55999
478800,3.45680,9276,156.08,1292.43024
479600,3.47077,9294,155.81,1290.21363
480400,3.48394,9312,155.67,1289.02851
481200,3.49690,9329,155.39,1286.73919
