Time (s),Extension (mm),Strain (%),Load (kN),Stress (MPa)
161800,0.57113,2285,151.54,1228.96292
162600,0.57442,2298,151.69,1230.18260
163400,0.57832,2313,151.97,1232.47793
164200,0.58229,2329,152.16,1234.00670
165000,0.58563,2343,152.34,1235.42511
165800,0.58935,2357,152.59,1237.44396
166600,0.59300,2372,152.63,1237.81530
167400,0.59660,2386,152.93,1240.23610
168200,0.60021,2401,153.20,1242.42483
169000,0.60391,2416,153.40,1244.02391
169800,0.60750,2430,153.44,1244.39374
170600,0.61114,2445,153.79,1247.23943
171400,0.61489,2460,153.99,1248.83151
172200,0.61860,2474,154.08,1249.53639
173000,0.62220,2489,154.42,1252.28068
173800,0.62594,2504,154.63,1254.01970
174600,0.62973,2519,154.82,1255.52562
175400,0.63335,2533,155.00,1257.05259
176200,0.63722,2549,155.25,1259.06100
177000,0.64088,2564,155.42,1260.40034
177800,0.64411,2576,155.35,1259.85604
178600,0.64832,2593,155.81,1263.61462
179400,0.65207,2608,155.99,1265.03155
180200,0.65547,2622,156.04,1265.40635
181000,0.65965,2639,156.40,1268.35468
181800,0.66349,2654,156.58,1269.78985
182600,0.66681,2667,156.56,1269.70058
183400,0.67014,2681,156.47,1268.91616
184200,0.67465,2699,157.15,1274.44672
185000,0.67828,2713,157.31,1275.78248
185800,0.68151,2726,157.34,1275.97633
186600,0.68560,2742,157.68,1278.71080
187400,0.68913,2757,157.81,1279.84042
188200,0.69230,2769,157.95,1280.92876
189000,0.69585,2783,157.90,1280.53144
189800,0.69948,2798,158.29,1283.70266
190600,0.70246,2810,158.39,1284.52876
191400,0.70555,2822,158.38,1284.43300
192200,0.70900,2836,158.66,1286.72672
193000,0.71133,2845,158.60,1286.19686
193800,0.71384,2855,158.81,1287.90492
194600,0.71687,2867,158.94,1288.99877
195400,0.71952,2878,158.99,1289.37216
196200,0.72274,2891,159.35,1292.27332
197000,0.72596,2904,159.30,1291.92292
197800,0.72987,2919,159.72,1295.27706
198600,0.73293,2932,159.89,1296.63224
199400,0.73641,2946,160.02,1297.75535
200200,0.74032,2961,160.21,1299.22910
201000,0.74365,2975,160.35,1300.38201
201800,0.74725,2989,160.55,1302.05015
202600,0.75059,3002,160.43,1301.01725
203400,0.75437,3017,160.77,1303.81285
204200,0.75790,3032,160.97,1305.43972
205000,0.76124,3045,160.97,1305.44777
205800,0.76471,3059,160.97,1305.44678
206600,0.76825,3073,161.37,1308.66165
207400,0.77175,3087,161.51,1309.81458
208200,0.77468,3099,161.21,1307.35505
209000,0.77830,3113,161.75,1311.77312
209800,0.78166,3127,161.93,1313.19443
210600,0.78480,3139,161.88,1312.77563
211400,0.78826,3153,162.10,1314.62990
212200,0.79166,3167,162.28,1316.02233
213000,0.79486,3179,162.41,1317.11446
213800,0.79765,3191,162.15,1315.00081
214600,0.80153,3206,162.67,1319.25027
215400,0.80498,3220,162.82,1320.46683
216200,0.80774,3231,162.37,1316.78448
217000,0.81158,3246,163.05,1322.28329
217800,0.81496,3260,163.18,1323.38761
218600,0.81833,3273,163.33,1324.58351
219400,0.82147,3286,163.33,1324.54555
220200,0.82501,3300,163.58,1326.63288
221000,0.82829,3313,163.67,1327.33852
221800,0.83110,3324,163.52,1326.11963
222600,0.83501,3340,163.92,1329.34604
223400,0.83841,3354,164.03,1330.25718
224200,0.84131,3365,163.96,1329.69626
225000,0.84501,3380,164.26,1332.07487
225800,0.84843,3394,164.39,1333.20283
226600,0.85174,3407,164.37,1332.98452
227400,0.85476,3419,164.40,1333.24710
228200,0.85853,3434,164.76,1336.17031
229000,0.86187,3447,164.84,1336.85056
229800,0.86483,3459,164.89,1337.20482
230600,0.86872,3475,165.11,1338.99281
231400,0.87204,3488,165.21,1339.78295
232200,0.87514,3501,165.24,1340.04482
233000,0.87850,3514,165.10,1338.93777
233800,0.88239,3530,165.57,1342.69430
234600,0.88537,3541,165.46,1341.83999
235400,0.88871,3555,165.60,1342.96780
236200,0.89267,3571,165.85,1344.96626
237000,0.89600,3584,165.90,1345.43055
237800,0.89906,3596,166.04,1346.55975
238600,0.90213,3609,165.65,1343.40202
239400,0.90598,3624,166.23,1348.11221
240200,0.90888,3636,166.27,1348.38712
241000,0.91198,3648,166.22,1348.00260
241800,0.91580,3663,166.53,1350.52821
242600,0.91847,3674,166.42,1349.64004
243400,0.92179,3687,166.67,1351.65671
244200,0.92477,3699,166.39,1349.39201
245000,0.92799,3712,166.58,1350.95305
245800,0.93157,3726,167.00,1354.32929
246600,0.93472,3739,166.92,1353.67868
247400,0.93855,3754,167.21,1356.06023
248200,0.94146,3766,167.23,1356.23095
249000,0.94489,3780,167.36,1357.28942
249800,0.94847,3794,167.32,1356.90883
250600,0.95179,3807,167.57,1358.97668
251400,0.95541,3822,167.70,1360.00703
252200,0.95906,3836,167.68,1359.80716
253000,0.96273,3851,167.82,1361.01303
253800,0.96649,3866,168.04,1362.78481
254600,0.97028,3881,168.12,1363.42141
255400,0.97384,3895,167.81,1360.88406
256200,0.97787,3911,168.31,1364.95971
257000,0.98179,3927,168.42,1365.87040
257800,0.98554,3942,168.33,1365.08682
258600,0.98938,3958,168.59,1367.25404
259400,0.99332,3973,168.72,1368.27021
260200,0.99712,3988,168.77,1368.69760
261000,1.00087,4003,168.81,1369.04260
261800,1.00504,4020,169.04,1370.85547
262600,1.00905,4036,169.12,1371.51619
263400,1.01253,4050,168.87,1369.46821
264200,1.01701,4068,169.27,1372.71865
265000,1.02093,4084,169.35,1373.41873
265800,1.02443,4098,169.01,1370.66151
266600,1.02893,4116,169.53,1374.83922
267400,1.03302,4132,169.62,1375.60402
268200,1.03705,4148,169.73,1376.50817
269000,1.04032,4161,169.49,1374.55075
269800,1.04498,4180,169.89,1377.77794
270600,1.04890,4196,169.94,1378.18910
271400,1.05230,4209,169.89,1377.80453
272200,1.05678,4227,170.11,1379.55814
273000,1.06059,4242,170.14,1379.81684
273800,1.06394,4256,170.08,1379.30612
274600,1.06729,4269,169.85,1377.47571
275400,1.07125,4285,170.21,1380.39152
276200,1.07415,4297,169.99,1378.59409
277000,1.07723,4309,170.23,1380.51650
277800,1.08124,4325,170.54,1383.01981
278600,1.08490,4340,170.60,1383.48517
279400,1.08815,4353,170.68,1384.14037
280200,1.09169,4367,170.30,1381.08884
281000,1.09636,4385,170.89,1385.90696
281800,1.09968,4399,170.86,1385.63237
282600,1.10372,4415,170.90,1385.97395
283400,1.10855,4434,171.19,1388.27465
284200,1.11219,4449,171.05,1387.14384
285000,1.11645,4466,171.30,1389.18707
285800,1.12030,4481,170.74,1384.63261
286600,1.12529,4501,171.38,1389.88675
287400,1.12918,4517,171.48,1390.64241
288200,1.13331,4533,171.42,1390.15968
289000,1.13816,4553,171.66,1392.12082
289800,1.14216,4569,171.67,1392.22113
290600,1.14666,4587,171.79,1393.19933
291400,1.15103,4604,171.52,1391.01144
292200,1.15534,4621,171.77,1393.04512
293000,1.15989,4640,172.00,1394.84507
293800,1.16416,4657,171.90,1394.02768
294600,1.16853,4674,171.89,1393.94792
295400,1.17314,4693,172.17,1396.28148
296200,1.17749,4710,172.21,1396.59500
297000,1.18208,4728,172.06,1395.35527
297800,1.18671,4747,172.40,1398.12149
298600,1.19133,4765,172.48,1398.74217
299400,1.19584,4783,172.38,1397.96896
300200,1.20033,4801,172.54,1399.24312
301000,1.20519,4821,172.64,1400.10126
301800,1.20978,4839,172.68,1400.43268
302600,1.21405,4856,172.44,1398.46033
303400,1.21916,4877,172.83,1401.57794
304200,1.22390,4896,172.89,1402.11809
305000,1.22823,4913,172.60,1399.73894
305800,1.23353,4934,173.01,1403.03806
306600,1.23837,4953,173.04,1403.34688
307400,1.24309,4972,173.10,1403.76867
308200,1.24765,4991,173.02,1403.13743
309000,1.25296,5007,172.86,1401.83481
309800,1.25322,5004,172.43,1398.37472
310600,1.25333,5004,172.04,1395.16631
311400,1.25384,5005,171.94,1394.35293
312200,1.25365,5005,171.78,1393.11033
313000,1.25135,5002,171.54,1391.12393
313800,1.25313,5004,171.42,1390.21339
314600,1.25319,5004,171.39,1389.94563
315400,1.25370,5005,171.02,1386.94209
316200,1.25292,5004,171.07,1387.34408
317000,1.25338,5005,171.14,1387.86547
322800,1.25572,5008,170.59,1383.41656
323600,1.26797,5024,171.54,1391.15640
324400,1.28100,5041,172.21,1396.56532
325200,1.29399,5059,172.53,1399.16204
326000,1.30791,5077,172.80,1401.39985
326800,1.32089,5095,173.31,1405.46312
327600,1.33366,5112,173.52,1407.21025
328400,1.34792,5131,173.09,1403.68089
329200,1.36133,5148,173.77,1409.22026
330000,1.37418,5166,173.84,1409.76687
330800,1.38763,5184,173.79,1409.41437
331600,1.40159,5202,173.97,1410.81598
332400,1.41605,5221,174.05,1411.54133
333200,1.42839,5238,174.05,1411.52623
334000,1.44084,5254,173.90,1410.29502
334800,1.45468,5273,174.17,1412.48800
335600,1.46806,5291,174.22,1412.88220
336400,1.48127,5308,174.01,1411.16853
337200,1.49462,5326,174.23,1412.96182
338000,1.50813,5344,174.27,1413.29621
338800,1.52238,5363,173.93,1410.52238
339600,1.53498,5380,174.20,1412.72507
340400,1.54839,5398,174.37,1414.10802
341200,1.56083,5414,174.40,1414.30428
342000,1.57452,5433,174.27,1413.31860
342800,1.58797,5451,174.42,1414.53029
343600,1.60143,5469,174.42,1414.47951
344400,1.61555,5487,169.66,1375.90608
345200,1.62877,5505,170.39,1381.81560
346000,1.64139,5522,171.21,1388.46353
346800,1.65512,5540,171.46,1390.52723
347600,1.66757,5557,172.04,1395.17401
348400,1.68193,5576,172.90,1402.15259
349200,1.69646,5595,172.73,1400.76328
350000,1.70784,5610,173.56,1407.51471
350800,1.72143,5629,173.95,1410.69657
351600,1.73471,5646,174.31,1413.60161
352400,1.74869,5665,174.36,1414.04652
353200,1.76169,5682,174.39,1414.26278
354000,1.77497,5700,174.72,1416.95473
354800,1.78766,5717,174.66,1416.46787
355600,1.80091,5735,174.82,1417.75801
356400,1.81491,5753,174.84,1417.87512
357200,1.82838,5771,174.80,1417.61738
358000,1.84136,5788,174.95,1418.83504
358800,1.85424,5806,174.80,1417.60164
359600,1.86860,5825,174.79,1417.48285
360400,1.88242,5843,175.03,1419.42891
361200,1.89554,5861,175.04,1419.49348
362000,1.90761,5877,175.00,1419.18833
362800,1.92120,5895,175.09,1419.90867
363600,1.93443,5913,175.14,1420.31550
364400,1.94702,5929,174.98,1419.00813
365200,1.96163,5949,175.08,1419.89655
366000,1.97464,5966,175.19,1420.75890
366800,1.98888,5985,175.20,1420.79538
367600,2.00210,6003,175.05,1419.57741
368400,2.01475,6020,175.25,1421.26294
369200,2.02820,6038,175.22,1420.98335
370000,2.04132,6055,175.00,1419.16977
370800,2.05585,6074,175.26,1421.34615
371600,2.06892,6092,175.30,1421.60715
372400,2.08200,6109,175.34,1421.93661
373200,2.09433,6126,175.23,1421.05671
374000,2.10872,6145,175.35,1422.02469
374800,2.12074,6161,175.37,1422.17571
375600,2.13499,6180,175.17,1420.57405
376400,2.14881,6198,175.39,1422.34470
377200,2.16157,6215,175.41,1422.51994
378000,2.17514,6234,175.25,1421.26094
378800,2.18915,6252,175.32,1421.76765
379600,2.20181,6269,175.46,1422.90642
380400,2.21521,6287,175.39,1422.36690
381200,2.22835,6304,175.32,1421.81489
382000,2.24210,6323,175.48,1423.06279
382800,2.25571,6341,175.49,1423.21895
383600,2.26760,6357,175.45,1422.87947
384400,2.28092,6375,175.41,1422.51353
385200,2.29561,6394,175.51,1423.35267
386000,2.30901,6412,175.41,1422.53254
386800,2.32139,6429,175.39,1422.40813
387600,2.33493,6447,175.53,1423.49149
388400,2.34827,6464,175.38,1422.31307
389200,2.36215,6483,175.55,1423.63528
390000,2.37476,6500,175.40,1422.47413
390800,2.38843,6518,175.49,1423.19096
391600,2.40147,6535,175.51,1423.35418
392400,2.41465,6553,175.41,1422.52284
393200,2.42816,6571,175.53,1423.49914
394000,2.44171,6589,175.49,1423.20794
394800,2.45427,6606,175.55,1423.63078
395600,2.46866,6625,175.36,1422.12591
396400,2.48241,6643,175.37,1422.22865
397200,2.49470,6660,175.52,1423.46271
398000,2.50763,6677,175.32,1421.83672
398800,2.52149,6695,175.31,1421.69117
399600,2.53626,6715,175.46,1422.94214
400400,2.54826,6731,175.44,1422.80948
401200,2.56215,6750,175.21,1420.87572
402000,2.57595,6768,175.43,1422.66346
402800,2.58863,6785,175.41,1422.52390
403600,2.60190,6803,175.19,1420.78818
404400,2.61527,6820,175.32,1421.81650
405200,2.62953,6839,175.35,1422.06414
406000,2.64134,6855,175.28,1421.46598
406800,2.65559,6874,174.92,1418.57695
407600,2.66840,6891,175.27,1421.37134
408400,2.68192,6909,175.25,1421.21379
409200,2.69389,6925,174.91,1418.45148
410000,2.70836,6944,175.15,1420.43877
410800,2.72160,6962,175.11,1420.06019
411600,2.73473,6980,175.05,1419.58949
412400,2.74760,6997,174.70,1416.80779
413200,2.76159,7015,174.99,1419.09834
414000,2.77553,7034,174.93,1418.64323
414800,2.78885,7052,174.76,1417.29820
415600,2.80188,7069,174.83,1417.82795
416400,2.81557,7087,174.79,1417.53311
417200,2.82880,7105,174.63,1416.22830
418000,2.84244,7123,174.29,1413.45683
418800,2.85516,7140,174.59,1415.86327
419600,2.86814,7158,174.35,1413.96465
420400,2.88225,7176,174.37,1414.08911
421200,2.89481,7193,174.35,1413.96690
422000,2.90902,7212,174.28,1413.35486
422800,2.92224,7230,174.27,1413.26359
423600,2.93548,7247,173.75,1409.04754
424400,2.94904,7265,174.03,1411.31656
425200,2.96262,7283,173.96,1410.81222
426000,2.97563,7301,173.73,1408.92813
426800,2.98858,7318,173.77,1409.23870
427600,3.00253,7337,173.57,1407.59977
428400,3.01557,7354,173.61,1407.95282
429200,3.03001,7373,172.83,1401.62486
430000,3.04158,7389,173.16,1404.25353
430800,3.05547,7407,173.27,1405.19771
431600,3.06963,7426,172.96,1402.70041
432400,3.08143,7442,172.94,1402.50541
433200,3.09605,7461,172.83,1401.60863
434000,3.10849,7478,172.74,1400.86811
434800,3.12156,7495,172.05,1395.30696
435600,3.13418,7512,172.46,1398.59519
436400,3.14787,7530,172.35,1397.75224
437200,3.16261,7550,172.09,1395.58110
438000,3.17541,7567,171.92,1394.22993
438800,3.18966,7586,171.89,1394.00118
439600,3.20330,7604,171.82,1393.40841
440400,3.21523,7620,171.03,1387.04041
441200,3.22916,7639,171.45,1390.43120
442000,3.24111,7655,171.30,1389.16987
442800,3.25586,7674,170.96,1386.47475
443600,3.26929,7692,170.99,1386.65482
444400,3.28169,7709,170.78,1384.95439
445200,3.29483,7726,170.66,1383.97253
446000,3.30913,7746,170.11,1379.54275
446800,3.32201,7763,170.30,1381.12030
447600,3.33629,7782,170.13,1379.68520
448400,3.34838,7798,169.72,1376.35460
449200,3.36286,7817,169.77,1376.77687
450000,3.37625,7835,169.58,1375.26624
450800,3.38899,7852,169.23,1372.42067
451600,3.40267,7870,168.91,1369.84759
452400,3.41539,7887,169.00,1370.56068
453200,3.42881,7905,168.79,1368.81781
454000,3.44333,7924,168.58,1367.17121
454800,3.45647,7942,168.43,1365.95756
455600,3.46935,7959,168.18,1363.89117
456400,3.48160,7975,168.01,1362.48859
457200,3.49496,7993,167.54,1358.67816
458000,3.50836,8011,167.50,1358.41005
